exp,Voltage [V],Temp_F [C],Temp_A [C],Temp_B [C],Electrolyte [M],Ci_LA [M],Ci_K [M],Time [hr],CF_LA [M],CA_LA [M],CB_LA [M],CF_K [M],CA_K [M],CB_K [M],pH_F,pH_A,pH_B,VF_Tank [L],VA_Tank [L],VB_Tank [L],VF_Line [L],VA_Line [L],VB_Line [L],SEC [kWh/kg],Current [A]
33,30,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
34,30,21.6,21.8,22.2,0.25,0.5,1.0,0,0.5067999,-0.00563047,-0.00544475,1.0022958,0.0037072605762,0.011848421349999999,13.711,4.657,11.036,0.8,0.8,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.0,0.1
34,30,19.5,19.8,20.1,0.25,0.5,1.0,2,0.45419496000000004,0.035601345,-0.0040365999999999996,0.6054727999999999,0.007870113679999999,0.11560886,13.522,3.266,13.207,0.8,0.8,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,2.3334111197110285,0.7
34,30,19.7,19.8,20.2,0.25,0.5,1.0,3,0.38829929500000004,0.110820705,-0.0032309249999999995,0.3119462,0.01077711912,0.22420806000000001,13.213,2.991,13.405,0.8,0.8,1.85,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.641257858991029,0.9
34,30,19.2,19.4,19.8,0.25,0.5,1.0,4,0.24234007999999999,0.247246465,-0.0018720949999999998,0.126695,0.014233801999999999,0.33396544,12.296,2.695,13.574,0.7,0.85,1.9,0.19999999999999996,0.19999999999999996,0.1499999999999999,1.089940005615312,0.8
34,30,18.8,19,19.3,0.25,0.5,1.0,5,0.06630885,0.39022121000000004,9.720500000000125e-05,0.03829476200000001,0.016713018000000003,0.40914086,11.339,2.588,13.64,0.65,0.9,1.9,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.8566605381526122,0.7
34,30,17.6,17.8,18.2,0.25,0.5,1.0,6,-0.00604808,0.44070422000000004,0.002793755000000001,0.0037973929442,0.017523288,0.4378615,10.267,2.554,13.707,0.6,0.9,1.9,0.19999999999999996,0.19999999999999996,0.1499999999999999,0.8618993354663396,0.1
34,30,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
34,30,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
34,30,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
34,30,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.1499999999999999,,
36,30,22.5,22.9,23.3,0.25,3.0,6.0,0,3.14997815,-0.005072584999999999,-0.005689335,5.512549999999999,0.006458304980000001,0.0210100326,14.699,11.361,12.207,0.8,0.8,2.825,0.19999999999999996,0.19999999999999996,0.17499999999999982,0.0,0.1
36,30,22.1,22.8,22.7,0.25,3.0,6.0,2,2.6791531,0.07685562500000001,-0.0037983049999999997,3.850542,0.0104238,0.22734694000000003,14.488,3.221,13.412,0.95,0.8,2.73,0.19999999999999996,0.19999999999999996,0.17499999999999982,2.489805969870355,1.2
36,30,22.6,23.3,23.2,0.25,3.0,6.0,3,2.44994295,0.15752332,-0.0022105849999999993,3.3613519999999997,0.012514121999999999,0.36395064,14.336,3.039,13.593,0.99,0.8,2.62,0.19999999999999996,0.19999999999999996,0.17499999999999982,2.1506640353980684,1.4
36,30,23,23.6,23.5,0.25,3.0,6.0,4.166666666666667,2.2818068499999997,0.29972496000000004,0.0011123450000000007,2.86055,0.015149048,0.54849784,14.328,2.662,13.712,1,0.8,2.62,0.19999999999999996,0.19999999999999996,0.17499999999999982,1.778896305616232,1.6
36,30,23.3,23.6,23.9,0.25,3.0,6.0,5,2.0581709,0.39910871000000003,0.0038233800000000004,2.4612079999999996,0.016713018000000003,0.67199686,14.236,2.571,13.692,0.99,0.8,2.65,0.19999999999999996,0.19999999999999996,0.17499999999999982,1.7040363999020536,1.6
36,30,23.3,24.1,23.9,0.25,3.0,6.0,6,2.1282091999999997,0.5512117950000001,0.008545295000000001,2.1216079999999997,0.018821592,0.84713446,14.137,2.455,13.835,0.95,0.83,2.65,0.19999999999999996,0.19999999999999996,0.17499999999999982,1.5306938999668769,1.7
36,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.17499999999999982,,
36,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.17499999999999982,,
36,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.17499999999999982,,
36,30,,,,0.25,3.0,6.0,,,,,,,,,,,,,,0.19999999999999996,0.19999999999999996,0.17499999999999982,,
37,20,20.8,21,21.5,0.25,0.5,1.0,0,0.47266820500000006,-0.00582212,-0.00557912,0.9590021999999999,0.0037449026888,0.011733114646,13.522,5.024,10.592,0.82,0.8,0.8,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.0,0.1
37,20,20.4,20.6,21.1,0.25,0.5,1.0,1,0.4599340250000001,-0.00553354,-0.004142379999999999,0.9013752,0.0039087488882,0.026400517399999997,13.501,9.724,12.289,0.85,0.8,0.8,0.18000000000000005,0.19999999999999996,0.19999999999999996,25.64567500462955,0.1
37,20,21.3,21.7,22,0.25,0.5,1.0,3,0.4440775400000001,0.0016286650000000005,-0.0012970399999999993,0.7030278,0.00583055442,0.1070735,13.425,3.661,13.001,0.9,0.8,0.75,0.18000000000000005,0.19999999999999996,0.19999999999999996,5.330684179571215,0.3
37,20,21.7,21.9,22.4,0.25,0.5,1.0,4,0.4121425000000001,0.025876680000000003,4.07649999999999e-05,0.5310181999999999,0.00871854722,0.21211744000000002,13.309,3.083,13.266,0.9,0.79,0.75,0.18000000000000005,0.19999999999999996,0.19999999999999996,2.2872554539389958,0.5
37,20,21.8,22.1,22.5,0.25,0.5,1.0,5,0.37476789000000005,0.08450927500000001,0.0011427650000000004,0.3243528,0.01372822112,0.38178646000000005,13.02,2.659,13.494,0.9,0.78,0.78,0.18000000000000005,0.19999999999999996,0.19999999999999996,1.369268250367346,0.8
37,20,21.8,22,22.5,0.25,0.5,1.0,6,0.26944123000000003,0.19819549,0.003058725000000001,0.1459832,0.018118058,0.5844233600000001,12.17,2.443,13.612,0.82,0.8,0.8,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.8851207745507769,0.8
37,20,21.6,21.8,22.3,0.25,0.5,1.0,7,0.09413092,0.36812504,0.006346670000000001,0.045383648,0.020990552,0.75104294,11.208,2.32,13.741,0.72,0.85,0.85,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.6100498524762098,0.7
37,20,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.19999999999999996,,
37,20,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.19999999999999996,,
37,20,,,,0.25,0.5,1.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.19999999999999996,,
38,20,21.2,21.6,21.9,0.25,1.0,2.0,0,0.9599832050000001,-0.00592411,-0.00611255,1.8901800000000002,0.0036394038338000002,0.012438009606,13.875,8.701,11.111,0.85,0.82,1.85,0.15000000000000002,0.18000000000000005,0.1499999999999999,0.0,0.1
38,20,20.3,20.6,20.9,0.25,1.0,2.0,1,0.9072532050000001,-0.005261839999999999,-0.005556825,1.7467142,0.0042683899202000004,0.0288794854,13.829,10.147,12.361,0.9,0.8,1.85,0.15000000000000002,0.18000000000000005,0.1499999999999999,14.222965343021198,0.2
38,20,19.7,20.2,20.3,0.25,1.0,2.0,2,0.8730675,-0.0029652249999999997,-0.004893224999999999,1.5880392,0.00505992872,0.05542798959999999,13.826,4.993,12.764,0.92,0.79,1.82,0.15000000000000002,0.18000000000000005,0.1499999999999999,9.834289137874626,0.3
38,20,20,20.3,20.5,0.25,1.0,2.0,4,0.797543985,0.03427877,-0.0034653999999999996,1.1440472,0.0090069245,0.17390144000000002,13.662,3.309,13.219,0.98,0.75,1.78,0.15000000000000002,0.18000000000000005,0.1499999999999999,2.5662405779854227,0.6
38,20,20.3,20.6,20.9,0.25,1.0,2.0,5,0.7678246900000001,0.082702645,-0.002655404999999999,0.9063782,0.011232408020000001,0.26359224000000003,13.566,3.021,13.352,0.98,0.75,1.78,0.15000000000000002,0.18000000000000005,0.1499999999999999,1.78161748473807,0.8
38,20,20.6,20.9,21.1,0.25,1.0,2.0,6,0.70981578,0.16711126999999998,-0.0012479349999999995,0.6478472,0.013749728,0.38266165999999996,13.413,2.77,13.476,0.95,0.75,1.78,0.15000000000000002,0.18000000000000005,0.1499999999999999,1.294346348562713,0.9
38,20,20.6,20.9,21.2,0.25,1.0,2.0,7,0.6243600800000001,0.28332926,0.0008285100000000002,0.43645500000000004,0.016227288,0.50804294,13.114,2.587,13.556,0.9,0.79,1.8,0.15000000000000002,0.18000000000000005,0.1499999999999999,0.9810534494278075,0.9
38,20,20.6,20.9,21.2,0.25,1.0,2.0,8,,,,,,,12.63,2.433,13.655,0.85,0.8,1.82,0.15000000000000002,0.18000000000000005,0.1499999999999999,57.73721993636801,0.9
38,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.15000000000000002,0.18000000000000005,0.1499999999999999,,
38,20,,,,0.25,1.0,2.0,,,,,,,,,,,,,,0.15000000000000002,0.18000000000000005,0.1499999999999999,,
40,35,25.2,24.7,25.1,0.5,3.0,3.0,0,3.177671875,-0.0062,-0.0062,2.64002,0.0041463671922000005,0.018972902399999998,14.533,10.47,11.886,0.82,0.8,1.8,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.0,0.0
40,35,31,31.1,30.8,0.5,3.0,3.0,1,2.8323312499999997,0.042869955,-0.00512749,2.60918,0.010584378,0.21328246000000003,14.231,3.334,13.005,0.92,0.78,1.8,0.18000000000000005,0.19999999999999996,0.19999999999999996,1.0948558639288817,1.9
40,35,33.7,34.1,33.6,0.5,3.0,3.0,3,2.4388175,0.39271215000000004,0.004162750000000001,1.9170200000000002,0.0157958,0.924816,13.783,2.348,13.437,0.92,0.78,1.75,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.9180802632306012,3.0
40,35,34.4,34.6,34.2,0.5,3.0,3.0,4,2.284614065,0.6710125800000001,0.01284281,1.4837102,0.019417418000000002,1.34475,13.604,2.143,13.516,0.85,0.85,1.75,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.7836322569531377,3.4
40,35,34.7,34.8,34.5,0.5,3.0,3.0,5,2.022153435,1.042838125,0.025504154999999997,1.0589958000000002,0.021968671999999998,1.7491359999999998,13.312,2.051,13.591,0.7,0.9,1.8,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.6634549586858275,3.7
40,35,34.8,34.7,34.5,0.5,3.0,3.0,6,1.663962345,1.44545031,0.040709315,0.756875,0.023111450000000002,2.062456,12.918,1.938,13.632,0.5,1.02,1.9,0.18000000000000005,0.19999999999999996,0.19999999999999996,0.5716133139847602,3.6
40,35,34.7,34.6,34.4,0.5,3.0,3.0,7,0.927930315,1.840840625,0.056433485000000005,0.47007180000000004,0.023601752000000004,2.29115,12.403,1.903,13.667,0.25,1.18,2,0.18000000000000005,0.19999999999999996,0.19999999999999996,,3.6
40,35,,,,0.5,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.19999999999999996,,
40,35,,,,0.5,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.19999999999999996,,
40,35,,,,0.5,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.19999999999999996,,
41,35,27.4,27,27.2,0.25,3.0,3.0,0,3.3622940649999995,-0.00603599,-0.0062,2.6555,0.00655943552,0.0205892824,14.406,11.253,11.964,0.82,0.8,1.85,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.0,0.2
41,35,34.9,34.6,34.7,0.25,3.0,3.0,2,2.653433125,0.27054795000000004,-0.0005248149999999997,2.2228199999999996,0.016875,0.6658744600000001,13.845,2.807,13.281,0.92,0.78,1.75,0.18000000000000005,0.19999999999999996,0.1499999999999999,2.3291878363457883,3.1
41,35,35.4,35.2,35.2,0.25,3.0,3.0,3,2.454989845,0.56113508,0.007936994999999999,1.7544878,0.018659178000000002,1.136784,13.708,2.438,13.437,0.85,0.8,1.75,0.18000000000000005,0.19999999999999996,0.1499999999999999,2.7252640037778493,3.4
41,35,35.6,35.3,35.3,0.25,3.0,3.0,4,2.23330625,0.9184821850000001,0.020204805,1.299755,0.020556248,1.5726859999999998,13.502,2.176,13.585,0.72,0.88,1.8,0.18000000000000005,0.19999999999999996,0.1499999999999999,2.6233033575392684,3.6
41,35,35.2,35,35.1,0.25,3.0,3.0,5,1.912249845,1.325385155,0.034889840000000005,0.9244718,0.022349401999999997,1.948126,13.181,2.08,13.711,0.55,0.98,1.85,0.18000000000000005,0.19999999999999996,0.1499999999999999,2.4524066217788927,3.6
41,35,34.8,34.2,34.5,0.25,3.0,3.0,6,1.3640059400000002,1.7137517199999999,0.053543810000000004,0.6345061999999999,0.023329322,2.2190960000000004,12.767,2.025,13.734,0.32,1.1,1.98,0.18000000000000005,0.19999999999999996,0.1499999999999999,,3.5
41,35,,,,0.25,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
41,35,,,,0.25,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
41,35,,,,0.25,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
41,35,,,,0.25,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
42,35,26.7,26.2,26.6,1.0,3.0,3.0,0,3.328815,-0.0046714,-0.00524526,2.67102,0.00625608722,0.0200717144,14.494,11.213,11.93,0.82,0.8,1.85,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.0,0.4
42,35,34.4,34,34,1.0,3.0,3.0,1,2.8715471850000003,0.088132285,-0.002201715,2.5785,0.01308331232,0.27698166,14.104,3.224,13.002,0.9,0.78,1.78,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.3914664904261947,2.7
42,35,36.3,36,36,1.0,3.0,3.0,3,2.417291875,0.6626694550000001,0.013204220000000003,1.6255512,0.01985105,1.261264,13.666,2.392,13.507,0.8,0.82,1.78,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.45047753663283224,4.0
42,35,36.9,36.6,36.6,1.0,3.0,3.0,4,2.186409685,1.0607707800000001,0.026686250000000005,1.14842,0.021533792,1.7132459999999998,13.35,2.193,13.618,0.65,0.92,1.85,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.47724258149395243,4.1
42,35,35.8,35.4,35.5,1.0,3.0,3.0,5,1.750079375,1.4849807800000001,0.04331799,0.794795,0.022893642,2.077904,12.978,2.067,13.719,0.42,1.05,1.92,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.49892139569638555,3.9
42,35,35.3,34.7,34.9,1.0,3.0,3.0,6,0.845786875,1.8752400000000002,0.06060254500000001,0.38199500000000003,0.023710751999999998,2.323486,12.32,1.997,13.772,0.15,1.2,2.02,0.18000000000000005,0.19999999999999996,0.1499999999999999,,3.7
42,35,,,,1.0,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
42,35,,,,1.0,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
42,35,,,,1.0,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
42,35,,,,1.0,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
43,35,26.9,26.2,26.6,0.5,3.0,3.0,0,3.2477506249999997,-0.005919605,-0.0062,2.67102,0.0057135777799999996,0.01968374,14.487,11.095,11.906,0.82,0.8,1.85,0.18000000000000005,0.19999999999999996,0.1499999999999999,0.0,0.0
43,35,35.4,35.2,35.2,0.5,3.0,3.0,2,2.666598125,0.27258824000000004,-7.290999999999982e-05,2.17998,0.017253098,0.686864,13.842,2.781,13.309,0.9,0.78,1.75,0.18000000000000005,0.19999999999999996,0.1499999999999999,9.960608150989009,3.4
43,35,31.8,31.5,31.4,0.5,3.0,3.0,2.933333333333333,2.470914065,0.577138515,0.010599144999999997,1.6608872000000001,0.0272072,1.179806,13.752,2.794,13.523,0.85,0.8,1.78,0.18000000000000005,0.19999999999999996,0.1499999999999999,7.339164174298392,4.2
43,35,34.3,33.9,34,0.5,3.0,3.0,3.933333333333333,2.19324203,1.06302125,0.023074630000000002,1.1092952,0.041412618000000005,1.7347439999999998,13.374,2.726,13.62,0.6,0.95,1.85,0.18000000000000005,0.19999999999999996,0.1499999999999999,4.8752684667004065,4.4
43,35,35.9,35.4,35.4,0.5,3.0,3.0,4.933333333333334,1.57051797,1.5930193750000001,0.039529440000000006,0.6496327999999999,0.034028192,2.124536,12.631,2.418,13.653,0.4,1.08,1.95,0.18000000000000005,0.19999999999999996,0.1499999999999999,3.7644992282119647,4.4
43,35,35,34.3,34.7,0.5,3.0,3.0,5.933333333333334,0.258292265,2.081178435,0.055639375,0.096275808,0.030335018,2.37235,11.064,2.242,13.739,0.1,1.2,2.05,0.18000000000000005,0.19999999999999996,0.1499999999999999,3.102596047194588,3.5
43,35,29.8,29,29.6,0.5,3.0,3.0,6.933333333333334,0.04830090000000001,2.173408435,0.07061623,0.012965141519999999,0.031490648,2.364176,3.447,2.255,13.991,0.05,1.2,2.1,0.18000000000000005,0.19999999999999996,0.1499999999999999,3.0986370076287786,1.0
43,35,,,,0.5,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
43,35,,,,0.5,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
43,35,,,,0.5,3.0,3.0,,,,,,,,,,,,,,0.18000000000000005,0.19999999999999996,0.1499999999999999,,
